order_id,line_no,order_ts_utc,client_id,client_id_orig,customer_email,sku,product_name,size,quantity,unit_price_ngn,line_gross_ngn,discount_code,shipping_country,payment_method,sales_channel,order_status,dq_flags
ORD507411,1,2023-11-02T00:38:32Z,Guest,Not applicable,guest85915@mail.com,XT-TEE-017,35mm Club Tee,One Size,1,22900.0,22900.0,LAGOS10,United Kingdom,Flutterwave,Instagram,Delivered,No issues
ORD507412,1,2023-11-02T18:33:29Z,Guest,Not applicable,guest52508@mail.com,XT-TOT-023,Golden Hour Tote Bag,XXL,1,13200.0,13200.0,LAGOS10,United States,Paystack,Instagram,Returned,No issues
ORD507413,1,2023-11-02T22:28:42Z,XT-01051,Not applicable,obsidian.limited@company.ng,XT-LEN-039,Behind The Lens Lens Cloth,L,1,6000.0,6000.0,Not applicable,South Africa,Bank Transfer,Pop-up,Delivered,No issues
ORD507414,1,2023-11-02T01:19:20Z,XT-01737,Not applicable,ahmed.achebe@company.ng,XT-LEN-024,Golden Hour Lens Cloth,Unknown,2,4400.0,8800.0,LAGOS10,Unknown,Flutterwave,Wholesale,Pending,No issues
ORD507415,1,2023-11-02T07:57:28Z,XT-00975,Not applicable,blue.ivy.foods@mail.com,XT-TEE-030,Studio Basics Tee,L,2,19000.0,38000.0,FREESHIP,United Kingdom,Cash,Pop-up,Delivered,No issues
ORD507416,1,2023-11-02T07:28:29Z,XT-00850,Not applicable,obsidian.studios@gmail.com,XT-HOO-005,Harmattan Drop Hoodie,L,2,56200.0,112400.0,FREESHIP,United Kingdom,Unknown,Website,Returned,No issues
ORD507416,2,2023-11-02T07:28:29Z,XT-00850,Not applicable,Unknown,XT-STI-010,Lagos Nights Sticker Pack,S,1,4200.0,4200.0,FREESHIP,United States,Stripe,Instagram,Returned,No issues
ORD507416,3,2023-11-02T07:28:29Z,XT-00850,Not applicable,obsidian.studios@gmail.com,XT-OVE-012,35mm Club Oversized Tee,L,1,31300.0,31300.0,FREESHIP,Canada,Cash,Website,Returned,No issues
ORD507417,1,2023-11-02T01:02:23Z,Guest,Not applicable,guest64684@mail.com,XT-POS-020,Golden Hour Poster A2,S,1,16400.0,16400.0,Not applicable,United Kingdom,Bank Transfer,Instagram,Pending,No issues
ORD507418,1,2023-11-02T01:30:55Z,XT-01212,Not applicable,olamide.ibrahim@gmail.com,XT-LIM-002,Harmattan Drop Limited Print,M,1,130000.0,130000.0,LAGOS10,Canada,POS,Pop-up,Pending,No issues
ORD507419,1,2023-11-02T00:13:13Z,Guest,Not applicable,guest88305@mail.com,XT-TEE-040,Behind The Lens Tee,L,1,23700.0,23700.0,FREESHIP,Ghana,Paystack,Website,Cancelled,No issues
ORD507420,1,2023-11-02T19:40:52Z,XT-00622,Not applicable,Unknown,XT-STI-010,Lagos Nights Sticker Pack,L,1,4200.0,4200.0,LAGOS10,Nigeria,Bank Transfer,Website,Cancelled,No issues
ORD507421,1,2023-11-02T06:37:18Z,XT-00131,Not applicable,sahara.studios@gmail.com,XT-LEN-028,Studio Basics Lens Cloth,Unknown,1,5500.0,5500.0,Not applicable,Nigeria,Paystack,Website,Pending,No issues
ORD507422,1,2023-11-02T10:29:53Z,Guest,Not applicable,guest57726@mail.com,XT-TEE-017,35mm Club Tee,M,1,22900.0,22900.0,Not applicable,South Africa,Flutterwave,Instagram,Delivered,No issues
ORD507423,1,2023-11-02T05:25:19Z,XT-01850,Not applicable,jose.adebayo-cole@company.ng,XT-POS-015,35mm Club Poster A2,S,1,13000.0,13000.0,Not applicable,Nigeria,Stripe,Pop-up,Returned,No issues
ORD507423,2,2023-11-02T05:25:19Z,XT-01850,Not applicable,jose.adebayo-cole@company.ng,XT-POS-015,35mm Club Poster A2,L,1,13000.0,13000.0,Not applicable,United Kingdom,Flutterwave,Website,Returned,No issues
ORD507424,1,2023-11-02T08:58:46Z,Guest,Not applicable,guest78848@mail.com,XT-POS-020,Golden Hour Poster A2,Unknown,1,16400.0,16400.0,STUDENT5,Nigeria,Bank Transfer,Pop-up,Pending,No issues
ORD507425,1,2023-11-02T23:07:28Z,Guest,Not applicable,guest80203@mail.com,XT-CAP-007,Lagos Nights Cap,One Size,1,0.0,0.0,BLACKFRI,Kenya,Paystack,Wholesale,Fulfilled,No issues
ORD507426,1,2023-11-02T04:59:20Z,Guest,Not applicable,Unknown,XT-TEE-040,Behind The Lens Tee,S,1,23700.0,23700.0,LAGOS10,Nigeria,Paystack,Instagram,Pending,No issues
ORD507427,1,2023-11-02T04:07:44Z,Guest,Not applicable,guest32585@mail.com,XT-STI-010,Lagos Nights Sticker Pack,M,1,4200.0,4200.0,Not applicable,United States,Bank Transfer,Pop-up,Delivered,No issues
ORD507428,1,2023-11-02T23:32:26Z,XT-01710,Not applicable,adaeze.ibrahim@gmail.com,XT-HOO-029,Studio Basics Hoodie,Unknown,3,53700.0,161100.0,LAGOS10,United States,Bank Transfer,Pop-up,Pending,No issues
ORD507429,1,2023-11-02T07:16:20Z,XT-00239,Not applicable,yusuf.adebayo-cole@mail.com,XT-TOT-023,Golden Hour Tote Bag,M,-1,13200.0,-13200.0,Not applicable,Nigeria,Cash,Instagram,Cancelled,negative_quantity
ORD507430,1,2023-11-02T03:01:20Z,Guest,Not applicable,guest61825@mail.com,XT-OVE-042,Behind The Lens Oversized Tee,One Size,1,23200.0,23200.0,BLACKFRI,Nigeria,Cash,Pop-up,Cancelled,No issues
ORD507431,1,2023-11-02T03:03:31Z,Guest,Not applicable,guest79137@mail.com,XT-STI-032,Studio Basics Sticker Pack,S,1,2300.0,2300.0,DROP15,United Kingdom,Unknown,Instagram,Shipped,No issues
ORD507432,1,2023-11-02T03:39:11Z,Guest,Not applicable,guest18761@mail.com,XT-HOO-037,Anniversary ’05 Hoodie,One Size,12,39200.0,470400.0,BLACKFRI,Nigeria,Stripe,Website,Delivered,No issues
ORD507433,1,2023-11-02T00:44:31Z,XT-00215,Not applicable,mango.collective@yahoo.com,XT-POS-020,Golden Hour Poster A2,M,1,16400.0,16400.0,Not applicable,United States,Unknown,Website,Shipped,No issues
ORD507434,1,2023-11-02T17:16:30Z,Guest,Not applicable,guest39510@mail.com,XT-LIM-021,Golden Hour Limited Print,One Size,1,111600.0,111600.0,XTRIM20,United States,POS,Website,Returned,No issues
ORD507435,1,2023-11-02T08:04:19Z,Guest,Not applicable,guest96639@mail.com,XT-STI-032,Studio Basics Sticker Pack,Unknown,1,2300.0,2300.0,Not applicable,Canada,Flutterwave,Instagram,Returned,No issues
ORD507436,1,2023-11-02T19:04:35Z,XT-01495,Not applicable,Unknown,XT-OVE-042,Behind The Lens Oversized Tee,S,1,23200.0,23200.0,Not applicable,Nigeria,POS,Pop-up,Shipped,No issues
ORD507437,1,2023-11-02T13:57:10Z,XT-01694,Not applicable,Unknown,XT-MUG-018,35mm Club Mug,Unknown,1,7600.0,7600.0,Not applicable,Nigeria,Flutterwave,Pop-up,Shipped,No issues
ORD507437,2,2023-11-02T13:57:10Z,XT-01694,Not applicable,Unknown,XT-POS-027,Studio Basics Poster A2,M,1,11900.0,11900.0,Not applicable,United Kingdom,Bank Transfer,Instagram,Shipped,No issues
ORD507438,1,2023-11-02T18:28:25Z,XT-01180,Not applicable,aisha.olawale@yahoo.com,XT-TOT-008,Lagos Nights Tote Bag,One Size,1,8800.0,8800.0,Not applicable,Unknown,Paystack,Unknown,Pending,No issues
ORD507439,1,2023-11-02T10:32:31Z,Guest,Not applicable,guest93734@mail.com,XT-CAP-016,35mm Club Cap,XL,1,17000.0,17000.0,Not applicable,Unknown,PayPal,Instagram,Delivered,No issues
ORD507440,1,2023-11-02T14:56:26Z,XT-01457,Not applicable,northline.limited@company.ng,XT-STI-010,Lagos Nights Sticker Pack,One Size,1,4200.0,4200.0,Not applicable,Nigeria,PayPal,Instagram,Returned,No issues
ORD507440,2,2023-11-02T14:56:26Z,XT-01457,XT-09094,northline.limited@company.ng,XT-TEE-038,Anniversary ’05 Tee,Unknown,1,20200.0,20200.0,Not applicable,United States,POS,Website,Returned,client_id_repaired_from_same_order
ORD507441,1,2023-11-02T01:43:20Z,Guest,Not applicable,guest96765@mail.com,XT-CAP-031,Studio Basics Cap,XL,2,15800.0,31600.0,XTRIM20,Kenya,Bank Transfer,Pop-up,Delivered,No issues
ORD507442,1,2023-11-02T16:45:36Z,Guest,Not applicable,guest12427@mail.com,XT-LIM-036,Anniversary ’05 Limited Print,One Size,2,62600.0,125200.0,BLACKFRI,Nigeria,POS,Website,Returned,No issues
ORD507443,1,2023-11-02T09:22:47Z,XT-00864,Not applicable,mango.media@mail.com,XT-POS-006,Harmattan Drop Poster A2,XL,1,13800.0,13800.0,Not applicable,United States,Bank Transfer,Pop-up,Shipped,No issues
ORD507445,1,2023-11-02T00:40:06Z,Guest,Not applicable,guest99524@mail.com,XT-TEE-030,Studio Basics Tee,S,1,19000.0,19000.0,BLACKFRI,United States,Flutterwave,Pop-up,Returned,No issues
ORD507445,2,2023-11-02T00:40:06Z,Guest,Not applicable,guest10562@mail.com,XT-LIM-011,Lagos Nights Limited Print,L,1,66000.0,66000.0,BLACKFRI,United States,POS,Website,Returned,No issues
ORD507446,1,2023-11-02T01:13:36Z,Guest,Not applicable,guest75141@mail.com,XT-HOO-005,Harmattan Drop Hoodie,S,1,56200.0,56200.0,XTRIM20,United Kingdom,Bank Transfer,Website,Cancelled,No issues
ORD507447,1,2023-11-02T22:58:03Z,XT-00095,Not applicable,chioma.danjuma@outlook.com,XT-STI-032,Studio Basics Sticker Pack,S,2,2300.0,4600.0,LAGOS10,Nigeria,Stripe,Pop-up,Fulfilled,No issues
ORD507448,1,2023-11-02T06:56:00Z,Guest,Not applicable,guest70113@mail.com,XT-TOT-008,Lagos Nights Tote Bag,L,1,8800.0,8800.0,BLACKFRI,Nigeria,Stripe,Instagram,Shipped,No issues
ORD507449,1,2023-11-02T10:50:52Z,Guest,Not applicable,guest98562@mail.com,XT-HOO-029,Studio Basics Hoodie,S,1,53700.0,53700.0,Not applicable,Canada,Flutterwave,Pop-up,Returned,No issues
ORD507450,1,2023-11-02T05:29:47Z,Guest,Not applicable,guest26236@mail.com,XT-TEE-040,Behind The Lens Tee,L,2,23700.0,47400.0,Not applicable,Canada,POS,Instagram,Pending,No issues
ORD507451,1,2023-11-02T15:58:09Z,Guest,Not applicable,guest35736@mail.com,XT-HOO-029,Studio Basics Hoodie,XL,1,53700.0,53700.0,DROP15,Nigeria,Bank Transfer,Website,Shipped,No issues
ORD507451,2,2023-11-02T15:58:09Z,Guest,Not applicable,guest61082@mail.com,XT-MUG-003,Harmattan Drop Mug,XL,1,10300.0,10300.0,DROP15,Kenya,PayPal,Unknown,Shipped,No issues
ORD507452,1,2023-11-02T14:14:53Z,Guest,Not applicable,guest63861@mail.com,XT-OVE-042,Behind The Lens Oversized Tee,One Size,1,23200.0,23200.0,Not applicable,United States,Paystack,Pop-up,Shipped,No issues
ORD507452,2,2023-11-02T14:14:53Z,Guest,Not applicable,guest88275@mail.com,XT-MUG-003,Harmattan Drop Mug,One Size,2,10300.0,20600.0,Not applicable,Nigeria,Bank Transfer,Website,Shipped,No issues
ORD507452,3,2023-11-02T14:14:53Z,Guest,Not applicable,guest88682@mail.com,XT-STI-013,35mm Club Sticker Pack,Unknown,2,2500.0,5000.0,Not applicable,Ghana,Paystack,Website,Shipped,product_name_did_not_match_sku
ORD507453,1,2023-11-02T02:37:24Z,Guest,Not applicable,guest51604@mail.com,XT-LIM-036,Anniversary ’05 Limited Print,S,1,62600.0,62600.0,BLACKFRI,Nigeria,Cash,Website,Shipped,No issues
ORD507454,1,2023-11-02T02:02:19Z,Guest,Not applicable,guest56257@mail.com,XT-CAP-031,Studio Basics Cap,One Size,3,15800.0,47400.0,Not applicable,South Africa,PayPal,Instagram,Delivered,No issues
ORD507455,1,2023-11-02T09:22:01Z,Guest,Not applicable,guest38578@mail.com,XT-LEN-034,Anniversary ’05 Lens Cloth,L,1,4400.0,4400.0,Not applicable,United Kingdom,Paystack,Website,Shipped,No issues
ORD507456,1,2023-11-03T00:47:38Z,XT-01725,Not applicable,blue.ivy.studios@gmail.com,XT-CAP-043,Behind The Lens Cap,XL,1,15500.0,15500.0,XTRIM20,Nigeria,Flutterwave,Website,Delivered,No issues
ORD507456,2,2023-11-03T00:47:38Z,XT-01725,XT-09873,Unknown,XT-STI-033,Anniversary ’05 Sticker Pack,One Size,1,4700.0,4700.0,XTRIM20,Nigeria,Cash,Pop-up,Delivered,client_id_repaired_from_same_order
ORD507456,3,2023-11-03T00:47:38Z,XT-01725,Not applicable,blue.ivy.studios@gmail.com,XT-POS-015,35mm Club Poster A2,Unknown,1,13000.0,13000.0,XTRIM20,United Kingdom,POS,Website,Delivered,product_name_did_not_match_sku
ORD507457,1,2023-11-03T04:29:54Z,XT-00696,Not applicable,segun.dlamini@outlook.com,XT-MUG-018,35mm Club Mug,L,2,7600.0,15200.0,XTRIM20,Ghana,Cash,Instagram,Fulfilled,product_name_did_not_match_sku
ORD507458,1,2023-11-03T08:55:23Z,Guest,Not applicable,guest97448@mail.com,XT-STI-044,Behind The Lens Sticker Pack,Unknown,1,3800.0,3800.0,STUDENT5,United Kingdom,Bank Transfer,Website,Delivered,No issues
ORD507458,2,2023-11-03T08:55:23Z,Guest,Not applicable,guest14073@mail.com,XT-TOT-004,Harmattan Drop Tote Bag,S,1,12000.0,12000.0,STUDENT5,United States,Flutterwave,Website,Delivered,No issues
ORD507459,1,2023-11-03T16:24:42Z,Guest,Not applicable,guest16203@mail.com,XT-HOO-005,Harmattan Drop Hoodie,M,2,56200.0,112400.0,LAGOS10,Nigeria,PayPal,Website,Delivered,No issues
ORD507459,2,2023-11-03T16:24:42Z,Guest,Not applicable,guest58280@mail.com,XT-LIM-036,Anniversary ’05 Limited Print,M,1,62600.0,62600.0,LAGOS10,Nigeria,POS,Wholesale,Delivered,No issues
ORD507460,1,2023-11-03T01:28:15Z,Guest,Not applicable,guest58443@mail.com,XT-STI-032,Studio Basics Sticker Pack,S,1,2300.0,2300.0,FREESHIP,United Kingdom,Cash,Instagram,Cancelled,No issues
ORD507461,1,2023-11-03T15:37:29Z,Guest,Not applicable,guest37820@mail.com,XT-TEE-038,Anniversary ’05 Tee,XXL,1,20200.0,20200.0,LAGOS10,Kenya,Flutterwave,Pop-up,Pending,No issues
ORD507462,1,2023-11-03T11:35:14Z,Guest,Not applicable,guest95815@mail.com,XT-TOT-023,Golden Hour Tote Bag,M,1,13200.0,13200.0,BLACKFRI,Unknown,Cash,Pop-up,Shipped,No issues
ORD507463,1,2023-11-03T16:11:10Z,XT-01331,Not applicable,kraft.records@yahoo.com,XT-STI-010,Lagos Nights Sticker Pack,XL,1,4200.0,4200.0,BLACKFRI,Unknown,Paystack,Pop-up,Shipped,No issues
ORD507464,1,2023-11-03T08:25:43Z,Guest,Not applicable,guest50827@mail.com,XT-LEN-039,Behind The Lens Lens Cloth,M,1,6000.0,6000.0,Not applicable,Canada,POS,Instagram,Shipped,No issues
ORD507465,1,2023-11-03T21:33:41Z,Guest,Not applicable,guest69754@mail.com,XT-LEN-028,Studio Basics Lens Cloth,XL,2,5500.0,11000.0,Not applicable,United States,Unknown,Pop-up,Cancelled,No issues
ORD507466,1,2023-11-03T21:12:35Z,XT-01408,Not applicable,novo.studios@gmail.com,XT-HOO-005,Harmattan Drop Hoodie,Unknown,1,56200.0,56200.0,Not applicable,United Kingdom,Cash,Website,Delivered,product_name_did_not_match_sku
ORD507467,1,2023-11-03T01:54:11Z,Guest,Not applicable,guest75755@mail.com,XT-LEN-024,Golden Hour Lens Cloth,L,1,4400.0,4400.0,STUDENT5,Canada,Bank Transfer,Pop-up,Fulfilled,No issues
ORD507468,1,2023-11-03T21:49:04Z,XT-00420,Not applicable,sahara.holdings@mail.com,XT-HOO-009,Lagos Nights Hoodie,Unknown,1,51100.0,51100.0,Not applicable,Nigeria,PayPal,Wholesale,Cancelled,No issues
ORD507469,1,2023-11-03T03:39:49Z,XT-00564,Not applicable,kobo.telecom@gmail.com,XT-LEN-039,Behind The Lens Lens Cloth,M,1,6000.0,6000.0,Not applicable,United States,Flutterwave,Website,Shipped,No issues
ORD507470,1,2023-11-03T12:40:12Z,Guest,Not applicable,guest53704@mail.com,XT-TOT-008,Lagos Nights Tote Bag,M,1,8800.0,8800.0,XTRIM20,Nigeria,Flutterwave,Unknown,Delivered,No issues
ORD507471,1,2023-11-03T07:58:24Z,Guest,Not applicable,guest80131@mail.com,XT-MUG-018,35mm Club Mug,L,1,7600.0,7600.0,DROP15,Canada,Paystack,Instagram,Shipped,No issues
ORD507471,2,2023-11-03T07:58:24Z,Guest,Not applicable,guest21018@mail.com,XT-LIM-036,Anniversary ’05 Limited Print,One Size,1,62600.0,62600.0,DROP15,Nigeria,Bank Transfer,Website,Shipped,No issues
ORD507471,3,2023-11-03T07:58:24Z,Guest,Not applicable,guest49735@mail.com,XT-CAP-016,35mm Club Cap,L,1,17000.0,17000.0,DROP15,United States,Paystack,Wholesale,Shipped,No issues
ORD507472,1,2023-11-04T11:14:36Z,Guest,Not applicable,guest6301@mail.com,XT-HOO-014,35mm Club Hoodie,S,2,58700.0,117400.0,LAGOS10,Nigeria,Bank Transfer,Website,Returned,No issues
ORD507472,2,2023-11-04T11:14:36Z,Guest,Not applicable,guest43861@mail.com,XT-OVE-042,Behind The Lens Oversized Tee,XXL,1,23200.0,23200.0,LAGOS10,Nigeria,Cash,Instagram,Returned,No issues
ORD507473,1,2023-11-04T22:59:52Z,Guest,Not applicable,guest89776@mail.com,XT-OVE-042,Behind The Lens Oversized Tee,M,1,23200.0,23200.0,LAGOS10,Nigeria,Paystack,Website,Pending,No issues
ORD507474,1,2023-11-04T02:05:49Z,XT-01538,Not applicable,palmwine.brands@outlook.com,XT-HOO-009,Lagos Nights Hoodie,L,1,51100.0,51100.0,DROP15,United Kingdom,Flutterwave,Wholesale,Pending,No issues
ORD507475,1,2023-11-04T06:46:29Z,XT-00731,Not applicable,grace.garcia@outlook.com,XT-LIM-011,Lagos Nights Limited Print,XXL,1,66000.0,66000.0,STUDENT5,United Kingdom,Unknown,Instagram,Cancelled,No issues
ORD507475,2,2023-11-04T06:46:29Z,XT-00731,Not applicable,grace.garcia@outlook.com,XT-HOO-009,Lagos Nights Hoodie,One Size,2,51100.0,102200.0,STUDENT5,Canada,Unknown,Instagram,Cancelled,No issues
ORD507476,1,2023-11-04T04:10:49Z,Guest,Not applicable,guest28165@mail.com,XT-TOT-004,Harmattan Drop Tote Bag,M,1,12000.0,12000.0,BLACKFRI,Unknown,Unknown,Pop-up,Returned,No issues
ORD507477,1,2023-11-04T22:08:58Z,XT-01004,Not applicable,thabo.farouk@gmail.com,XT-OVE-042,Behind The Lens Oversized Tee,Unknown,1,23200.0,23200.0,Not applicable,Canada,Bank Transfer,Pop-up,Shipped,No issues
ORD507478,1,2023-11-04T22:33:07Z,XT-01377,Not applicable,marcus.okafor@yahoo.com,XT-STI-044,Behind The Lens Sticker Pack,M,2,3800.0,7600.0,BLACKFRI,Nigeria,Bank Transfer,Website,Pending,No issues
ORD507479,1,2023-11-04T13:29:38Z,XT-01456,Not applicable,palmwine.group@company.ng,XT-LIM-045,Behind The Lens Limited Print,One Size,1,81800.0,81800.0,Not applicable,United States,PayPal,Website,Fulfilled,No issues
ORD507479,2,2023-11-04T13:29:38Z,XT-01456,Not applicable,palmwine.group@company.ng,XT-CAP-016,35mm Club Cap,Unknown,1,17000.0,17000.0,Not applicable,Nigeria,Cash,Pop-up,Fulfilled,No issues
ORD507479,3,2023-11-04T13:29:38Z,XT-01456,Not applicable,palmwine.group@company.ng,XT-LIM-002,Harmattan Drop Limited Print,XL,1,130000.0,130000.0,Not applicable,Unknown,Cash,Unknown,Fulfilled,No issues
ORD507479,4,2023-11-04T13:29:38Z,XT-01456,Not applicable,palmwine.group@company.ng,XT-TOT-004,Harmattan Drop Tote Bag,One Size,1,12000.0,12000.0,Not applicable,Nigeria,POS,Instagram,Fulfilled,product_name_did_not_match_sku
ORD507480,1,2023-11-04T13:27:49Z,XT-01303,Not applicable,sade.balogun@yahoo.com,XT-HOO-029,Studio Basics Hoodie,L,1,53700.0,53700.0,BLACKFRI,Kenya,Bank Transfer,Website,Shipped,No issues
ORD507481,1,2023-11-04T05:57:32Z,Guest,Not applicable,Unknown,XT-MUG-018,35mm Club Mug,S,2,7600.0,15200.0,Not applicable,Canada,Flutterwave,Pop-up,Shipped,No issues
ORD507482,1,2023-11-04T11:14:08Z,Guest,Not applicable,Unknown,XT-LIM-002,Harmattan Drop Limited Print,L,1,130000.0,130000.0,DROP15,Unknown,POS,Pop-up,Fulfilled,No issues
ORD507483,1,2023-11-04T05:28:25Z,XT-00355,Not applicable,zenith.media@gmail.com,XT-TOT-008,Lagos Nights Tote Bag,One Size,5,8800.0,44000.0,LAGOS10,United Kingdom,Unknown,Website,Fulfilled,No issues
ORD507483,2,2023-11-04T05:28:25Z,XT-00355,Not applicable,zenith.media@gmail.com,XT-HOO-025,Golden Hour Hoodie,S,1,49300.0,49300.0,LAGOS10,Unknown,Paystack,Website,Fulfilled,No issues
ORD507483,3,2023-11-04T05:28:25Z,XT-00355,Not applicable,zenith.media@gmail.com,XT-TEE-038,Anniversary ’05 Tee,One Size,1,20200.0,20200.0,LAGOS10,Nigeria,Stripe,Instagram,Fulfilled,No issues
ORD507483,4,2023-11-04T05:28:25Z,XT-00355,Not applicable,zenith.media@gmail.com,XT-CAP-031,Studio Basics Cap,One Size,1,15800.0,15800.0,LAGOS10,United Kingdom,Flutterwave,Instagram,Fulfilled,No issues
ORD507484,1,2023-11-04T14:43:35Z,XT-01360,Not applicable,kraft.studios@company.ng,XT-HOO-005,Harmattan Drop Hoodie,Unknown,1,56200.0,56200.0,LAGOS10,Ghana,Cash,Pop-up,Fulfilled,product_name_did_not_match_sku
ORD507485,1,2023-11-04T05:06:56Z,XT-01071,Not applicable,kobo.collective@company.ng,XT-TEE-030,Studio Basics Tee,S,1,19000.0,19000.0,LAGOS10,Nigeria,Flutterwave,Pop-up,Pending,No issues
ORD507485,2,2023-11-04T05:06:56Z,XT-01071,Not applicable,kobo.collective@company.ng,XT-HOO-014,35mm Club Hoodie,L,1,58700.0,58700.0,LAGOS10,Unknown,POS,Pop-up,Pending,No issues
ORD507486,1,2023-11-04T02:57:01Z,XT-00640,Not applicable,thabo.eze@yahoo.com,XT-CAP-016,35mm Club Cap,S,1,17000.0,17000.0,LAGOS10,Nigeria,Bank Transfer,Website,Fulfilled,No issues
ORD507487,1,2023-11-04T23:33:51Z,Guest,Not applicable,guest30983@mail.com,XT-CAP-016,35mm Club Cap,L,3,17000.0,51000.0,Not applicable,Kenya,Paystack,Wholesale,Shipped,No issues
ORD507488,1,2023-11-04T21:08:40Z,Guest,Not applicable,guest11713@mail.com,XT-HOO-029,Studio Basics Hoodie,M,1,53700.0,53700.0,LAGOS10,United Kingdom,Unknown,Pop-up,Shipped,No issues
ORD507489,1,2023-11-04T07:02:06Z,Guest,Not applicable,guest28707@mail.com,XT-LEN-028,Studio Basics Lens Cloth,M,1,5500.0,5500.0,Not applicable,South Africa,Flutterwave,Instagram,Delivered,No issues
ORD507490,1,2023-11-04T20:53:45Z,XT-00380,Not applicable,anchor.agency@mail.com,XT-LEN-001,Harmattan Drop Lens Cloth,M,1,5300.0,5300.0,Not applicable,Unknown,Bank Transfer,Wholesale,Delivered,No issues
ORD507491,1,2023-11-04T03:34:10Z,XT-01092,Not applicable,obsidian.ltd@company.ng,XT-TOT-004,Harmattan Drop Tote Bag,One Size,2,12000.0,24000.0,BLACKFRI,United States,Stripe,Instagram,Cancelled,No issues
ORD507492,1,2023-11-04T02:34:01Z,XT-00363,Not applicable,Unknown,XT-MUG-035,Anniversary ’05 Mug,L,1,8500.0,8500.0,DROP15,United States,Paystack,Instagram,Pending,No issues
ORD507492,2,2023-11-04T02:34:01Z,XT-00363,Not applicable,blue.ivy.group@mail.com,XT-MUG-018,35mm Club Mug,L,1,7600.0,7600.0,DROP15,Nigeria,PayPal,Pop-up,Pending,No issues
ORD507493,1,2023-11-04T05:44:17Z,XT-01045,Not applicable,Unknown,XT-CAP-007,Lagos Nights Cap,M,2,0.0,0.0,STUDENT5,Nigeria,Paystack,Instagram,Shipped,No issues
ORD507494,1,2023-11-04T22:06:02Z,Guest,Not applicable,guest59529@mail.com,XT-OVE-042,Behind The Lens Oversized Tee,XXL,1,23200.0,23200.0,Not applicable,South Africa,Paystack,Website,Delivered,No issues
ORD507495,1,2023-11-04T04:30:30Z,Guest,Not applicable,guest20471@mail.com,XT-STI-013,35mm Club Sticker Pack,Unknown,5,2500.0,12500.0,Not applicable,Canada,Paystack,Unknown,Returned,No issues
ORD507496,1,2023-11-04T07:51:05Z,XT-00751,Not applicable,radiant.ltd@company.ng,XT-LIM-036,Anniversary ’05 Limited Print,M,1,62600.0,62600.0,XTRIM20,Nigeria,POS,Pop-up,Returned,No issues
ORD507497,1,2023-11-04T07:47:21Z,Guest,Not applicable,guest7863@mail.com,XT-CAP-007,Lagos Nights Cap,L,1,15000.0,15000.0,Not applicable,Kenya,Paystack,Pop-up,Fulfilled,No issues
ORD507497,2,2023-11-04T07:47:21Z,Guest,Not applicable,guest14395@mail.com,XT-MUG-018,35mm Club Mug,One Size,1,7600.0,7600.0,Not applicable,South Africa,POS,Website,Fulfilled,No issues
ORD507498,1,2023-11-04T18:17:29Z,Guest,Not applicable,guest75035@mail.com,XT-POS-027,Studio Basics Poster A2,One Size,1,11900.0,11900.0,Not applicable,United States,Flutterwave,Website,Pending,No issues
ORD507499,1,2023-11-04T23:48:10Z,XT-01769,Not applicable,kraft.ltd@mail.com,XT-HOO-005,Harmattan Drop Hoodie,S,1,56200.0,56200.0,BLACKFRI,Canada,Unknown,Website,Fulfilled,No issues
ORD507500,1,2023-11-04T11:35:49Z,Guest,Not applicable,guest26112@mail.com,XT-LIM-036,Anniversary ’05 Limited Print,Unknown,1,62600.0,62600.0,Not applicable,Ghana,Paystack,Instagram,Pending,No issues
ORD507501,1,2023-11-04T12:17:32Z,Guest,Not applicable,guest98336@mail.com,XT-STI-044,Behind The Lens Sticker Pack,Unknown,1,3800.0,3800.0,LAGOS10,United Kingdom,Flutterwave,Instagram,Pending,No issues
ORD507502,1,2023-11-04T08:04:49Z,XT-00242,Not applicable,zenith.telecom@company.ng,XT-STI-032,Studio Basics Sticker Pack,S,1,2300.0,2300.0,Not applicable,United Kingdom,Unknown,Website,Fulfilled,No issues
ORD507503,1,2023-11-04T00:15:22Z,Guest,Not applicable,guest18165@mail.com,XT-MUG-018,35mm Club Mug,One Size,1,7600.0,7600.0,Not applicable,Nigeria,Flutterwave,Instagram,Returned,No issues
ORD507504,1,2023-11-04T09:10:02Z,XT-01851,Not applicable,silverbird.bank.plc@yahoo.com,XT-HOO-014,35mm Club Hoodie,Unknown,1,58700.0,58700.0,LAGOS10,Ghana,Flutterwave,Instagram,Fulfilled,No issues
ORD507505,1,2023-11-04T22:41:14Z,XT-01729,Not applicable,third.mainland.media@gmail.com,XT-MUG-018,35mm Club Mug,One Size,1,7600.0,7600.0,Not applicable,South Africa,Unknown,Website,Cancelled,No issues
ORD507506,1,2023-11-04T23:54:25Z,XT-00422,Not applicable,palmwine.bank.plc@company.ng,XT-LEN-024,Golden Hour Lens Cloth,L,1,4400.0,4400.0,Not applicable,South Africa,Flutterwave,Pop-up,Returned,No issues
ORD507507,1,2023-11-04T03:34:04Z,XT-00844,Not applicable,ahmed.adebayo-cole@gmail.com,XT-TOT-023,Golden Hour Tote Bag,One Size,1,13200.0,13200.0,LAGOS10,Kenya,Cash,Website,Cancelled,No issues
