client_id,client_name,client_type,email,phone,city,country,billing_currency,signup_date,acquisition_channel,notes,merged_from,match_confidence,dq_flags
XT-00502,Björn Adebayo-Cole,Individual,bjorn.adebayo-cole@yahoo.com,Unknown,Lagos,Nigeria,NGN,2023-07-13,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,phone_invalid_9_digits
XT-00503,Harmattan Bank PLC,Corporate,harmattan.bank.plc@yahoo.com,Unknown,Lagos,Nigeria,NGN,2023-10-07,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00504,Sióbhan Dlamini,Individual,siobhan.dlamini@company.ng,Unknown,Lagos,Nigeria,NGN,2022-11-19,TikTok,Not applicable,XT-02504,0.929,No issues
XT-00505,Marcus Müller,Individual,marcus.muller@company.ng,Unknown,Atlanta,United States,NGN,2023-10-28,Agency Partner,Owes balance,Not applicable,Not applicable,"city_taken_from_own_bookings,phone_invalid_9_digits"
XT-00506,Adaeze Ibrahim,Individual,adaeze.ibrahim@company.ng,+2348052733020,Abuja,Nigeria,NGN,2023-08-22,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00507,Terra Brands,Corporate,terra.brands@gmail.com,+2348091114620,Lagos,Nigeria,NGN,2024-02-05,Instagram,do not call before 10am,Not applicable,Not applicable,client_type_derived_from_name
XT-00508,Kelechi Dlamini,Individual,kelechi.dlamini@company.ng,+2348088312416,Nairobi,Kenya,NGN,2022-07-06,Agency Partner,Owes balance,Not applicable,Not applicable,country_derived_from_city
XT-00509,Blue Ivy Limited,Corporate,blue.ivy.limited@outlook.com,Unknown,Abuja,Nigeria,NGN,2022-04-08,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00510,Third Mainland Brands,Corporate,third.mainland.brands@yahoo.com,Unknown,Ibadan,Nigeria,NGN,2021-04-25,Email,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00511,Ahmed Osei,Individual,ahmed.osei@company.ng,Unknown,Dubai,United Arab Emirates,NGN,2021-04-02,Google,Not applicable,Not applicable,Not applicable,No issues
XT-00512,Kraft Bank PLC,Corporate,kraft.bank.plc@yahoo.com,Unknown,Unknown,Nigeria,NGN,Unknown,TikTok,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,client_type_derived_from_name
XT-00513,Grace Abiola,Individual,grace.abiola@yahoo.com,+2348084457802,Lagos,Nigeria,NGN,2021-08-04,Unknown,Not applicable,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00514,Third Mainland Studios,Corporate,third.mainland.studios@mail.com,+2348023285559,Lagos,Nigeria,NGN,2021-04-05,Google,Owes balance,Not applicable,Not applicable,No issues
XT-00515,Ember Media,Corporate,ember.media@gmail.com,Unknown,Port Harcourt,Nigeria,NGN,2023-02-16,Referral,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00516,Obinna Sowore,Individual,obinna.sowore@yahoo.com,Unknown,Lagos,Nigeria,NGN,2023-03-05,Email,VIP - handle w/ care,Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_9_digits"
XT-00517,Cassava Limited,Corporate,cassava.limited@yahoo.com,Unknown,Abuja,Nigeria,NGN,Unknown,Walk-in,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00518,Palmwine Brands,Corporate,palmwine.brands@yahoo.com,Unknown,Ibadan,Nigeria,NGN,2022-10-20,Unknown,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00519,Radiant Agency,Corporate,radiant.agency@outlook.com,Unknown,Accra,Ghana,NGN,2023-06-02,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00520,Radiant NGO,Corporate,radiant.ngo@outlook.com,+2348050058575,Lagos,Nigeria,NGN,2024-02-29,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00521,Delta Rise Telecom,Corporate,delta.rise.telecom@yahoo.com,Unknown,Kano,Nigeria,NGN,2024-01-31,Google,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00522,Sahara Agency,Corporate,sahara.agency@company.ng,Unknown,Abuja,Nigeria,NGN,2021-09-18,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00523,Radiant Limited,Corporate,Unknown,+2348090860197,Kano,Nigeria,NGN,2023-01-31,TikTok,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00524,Silverbird Bank PLC,Corporate,silverbird.bank.plc@gmail.com,+2348073770569,Accra,Ghana,NGN,2022-06-23,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00525,Terra Brands,Corporate,Unknown,Unknown,Johannesburg,South Africa,NGN,2020-12-30,TikTok,Not applicable,Not applicable,Not applicable,"city_taken_from_own_bookings,client_type_derived_from_name,phone_invalid_9_digits"
XT-00526,Harmattan Media,Corporate,harmattan.media@yahoo.com,Unknown,Lagos,Nigeria,NGN,2024-03-09,Unknown,invoice to accounts dept,Not applicable,Not applicable,phone_invalid_8_digits
XT-00527,Obinna Chukwu,Individual,obinna.chukwu@mail.com,Unknown,Lagos,Nigeria,NGN,2022-02-24,TikTok,prefers whatsapp,Not applicable,Not applicable,"country_derived_from_city,phone_invalid_9_digits"
XT-00528,Olamide Olawale,Individual,olamide.olawale@mail.com,+2348058845501,Lagos,Nigeria,NGN,2020-11-03,TikTok,VIP - handle w/ care,Not applicable,Not applicable,country_derived_from_city
XT-00529,Silverbird LTD,Corporate,silverbird.ltd@mail.com,+2348091169677,Lagos,Nigeria,NGN,2023-07-16,Google,Owes balance,XT-02529,0.96,No issues
XT-00530,Adaeze Anyanwu,Individual,adaeze.anyanwu@mail.com,Unknown,Abuja,Nigeria,NGN,2024-02-29,Instagram,do not call before 10am,Not applicable,Not applicable,No issues
XT-00531,José García,Individual,jose.garcia@yahoo.com,Unknown,London,United Kingdom,NGN,2021-05-21,TikTok,Owes balance,Not applicable,Not applicable,No issues
XT-00532,Grace Anyanwu,Individual,grace.anyanwu@yahoo.com,+2348018961210,Kano,Nigeria,NGN,2021-10-30,Google,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00533,Radiant Bank PLC,Corporate,radiant.bank.plc@outlook.com,+2348047833624,Lagos,Nigeria,NGN,2022-09-05,Unknown,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00534,Mango Records,Corporate,Unknown,Unknown,Port Harcourt,Nigeria,NGN,2021-08-25,Google,Owes balance,Not applicable,Not applicable,"city_taken_from_own_bookings,phone_invalid_9_digits"
XT-00535,Cassava Collective,Corporate,cassava.collective@outlook.com,Unknown,Abuja,Nigeria,NGN,2022-05-05,Referral,do not call before 10am,Not applicable,Not applicable,phone_invalid_8_digits
XT-00536,Aisha Farouk,Individual,aisha.farouk@mail.com,+2348010791422,Dubai,United Arab Emirates,NGN,2024-03-31,Unknown,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00537,Kobo Limited,Corporate,kobo.limited@mail.com,+2348093398801,Port Harcourt,Nigeria,NGN,2023-04-10,Unknown,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00538,Aisha Okafor,Individual,aisha.okafor@yahoo.com,+2348038573999,Enugu,Nigeria,NGN,2022-01-05,Walk-in,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00539,Kobo Studios,Corporate,kobo.studios@mail.com,+2348077265459,Lagos,Nigeria,NGN,2023-05-14,Agency Partner,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00540,Palmwine Foods,Corporate,palmwine.foods@gmail.com,+2348042233255,Johannesburg,South Africa,NGN,2023-01-05,Google,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00541,Novo Foods,Corporate,novo.foods@outlook.com,+2348031027927,Kano,Nigeria,NGN,2024-08-15,Instagram,do not call before 10am,Not applicable,Not applicable,client_type_derived_from_name
XT-00542,André Chukwu,Individual,andre.chukwu@yahoo.com,+2348010321429,Johannesburg,South Africa,NGN,Unknown,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00543,Palmwine Telecom,Corporate,palmwine.telecom@mail.com,+2348067231997,Lagos,Nigeria,NGN,2022-10-18,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00544,Cassava Limited,Corporate,cassava.limited@yahoo.com,+2348033279488,Ibadan,Nigeria,NGN,2022-06-19,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,country_derived_from_city
XT-00545,Grace Nwosu,Individual,grace.nwosu@yahoo.com,+2348017122084,Atlanta,United States,NGN,2023-09-14,TikTok,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00546,Sióbhan Danjuma,Individual,siobhan.danjuma@gmail.com,+2348032149555,Nairobi,Kenya,NGN,2023-03-23,Instagram,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00547,Obsidian NGO,Corporate,obsidian.ngo@company.ng,+2348064522197,Lagos,Nigeria,NGN,2023-09-03,Walk-in,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00548,Olamide Achebe,Individual,olamide.achebe@yahoo.com,Unknown,Lagos,Nigeria,NGN,2023-11-19,Agency Partner,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00549,Palmwine Collective,Corporate,palmwine.collective@yahoo.com,Unknown,Atlanta,United States,NGN,2021-11-15,Instagram,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00550,Mango Agency,Corporate,mango.agency@gmail.com,Unknown,Accra,Ghana,NGN,2023-05-18,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,phone_invalid_9_digits
XT-00551,Cassava Telecom,Corporate,cassava.telecom@yahoo.com,Unknown,Lagos,Nigeria,NGN,2023-07-30,Instagram,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00552,Terra Limited,Corporate,terra.limited@yahoo.com,+2348072899100,Enugu,Nigeria,NGN,2022-07-30,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00553,Palmwine Foods,Corporate,palmwine.foods@mail.com,+2348095783596,Lagos,Nigeria,NGN,2022-04-19,Agency Partner,do not call before 10am,XT-02553,1.0,No issues
XT-00554,Ifeanyi Kim,Individual,ifeanyi.kim@mail.com,Unknown,Port Harcourt,Nigeria,NGN,2023-10-19,Agency Partner,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00555,Chioma Abiola,Individual,chioma.abiola@outlook.com,+2348044860710,Port Harcourt,Nigeria,NGN,2021-10-28,Referral,do not call before 10am,Not applicable,Not applicable,No issues
XT-00556,Ahmed Okafor,Individual,ahmed.okafor@company.ng,Unknown,Port Harcourt,Nigeria,NGN,2021-04-01,Email,Owes balance,Not applicable,Not applicable,No issues
XT-00557,Ahmed Dlamini,Individual,ahmed.dlamini@yahoo.com,Unknown,Lagos,Nigeria,NGN,2022-10-03,Walk-in,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00558,Silverbird NGO,Corporate,silverbird.ngo@outlook.com,Unknown,Lagos,Nigeria,NGN,2023-05-11,Unknown,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00559,Terra Media,Corporate,terra.media@outlook.com,+2348011836569,Lagos,Nigeria,NGN,2022-11-02,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00560,Third Mainland Group,Corporate,third.mainland.group@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-11-22,Instagram,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00561,Zenith Holdings,Corporate,zenith.holdings@company.ng,Unknown,Lagos,Nigeria,NGN,2022-06-24,Unknown,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00562,Emeka Abiola,Individual,emeka.abiola@outlook.com,Unknown,Unknown,Nigeria,NGN,2023-06-19,Walk-in,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00563,Musa O'Brien,Individual,musa.obrien@outlook.com,+2348096662916,Enugu,Nigeria,NGN,2023-05-05,Google,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00564,Kobo Telecom,Corporate,kobo.telecom@gmail.com,Unknown,Accra,Ghana,NGN,2022-08-15,Google,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00565,Damilola Müller,Individual,damilola.muller@yahoo.com,+2348072755352,Lagos,Nigeria,NGN,2023-09-11,Walk-in,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00566,Silverbird Bank PLC,Corporate,silverbird.bank.plc@company.ng,+2348094091257,Port Harcourt,Nigeria,NGN,2021-10-14,Walk-in,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00567,Yusuf Dlamini,Individual,yusuf.dlamini@yahoo.com,+2348059071112,Lagos,Nigeria,NGN,2023-02-11,Walk-in,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00568,Novo Bank PLC,Corporate,novo.bank.plc@yahoo.com,+2348051739614,Accra,Ghana,NGN,Unknown,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00569,Femi Danjuma,Individual,Unknown,Unknown,Lagos,Nigeria,NGN,2021-12-11,Google,invoice to accounts dept,Not applicable,Not applicable,"country_derived_from_city,client_type_derived_from_name"
XT-00570,Northline Collective,Corporate,northline.collective@yahoo.com,Unknown,Atlanta,United States,NGN,2022-05-17,Email,prefers whatsapp,Not applicable,Not applicable,phone_invalid_8_digits
XT-00571,Obsidian Brands,Corporate,obsidian.brands@outlook.com,Unknown,Lagos,Nigeria,NGN,2022-09-01,Instagram,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00572,Radiant LTD,Corporate,radiant.ltd@mail.com,+2348024473355,Johannesburg,South Africa,NGN,2022-02-24,TikTok,prefers whatsapp,XT-02572,0.9,No issues
XT-00573,Damilola Mohammed,Individual,damilola.mohammed@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-12-27,Unknown,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00574,Terra Bank PLC,Corporate,terra.bank.plc@yahoo.com,+2348013426758,Lagos,Nigeria,NGN,2021-02-11,Unknown,Owes balance,Not applicable,Not applicable,country_derived_from_city
XT-00575,Radiant Collective,Corporate,radiant.collective@outlook.com,+2348089443098,Lagos,Nigeria,NGN,2022-08-18,Email,do not call before 10am,Not applicable,Not applicable,No issues
XT-00576,Silverbird Group,Corporate,silverbird.group@yahoo.com,+2348087929069,Lagos,Nigeria,NGN,Unknown,Referral,Not applicable,Not applicable,Not applicable,country_derived_from_city
XT-00577,Chidinma Ibrahim,Individual,chidinma.ibrahim@mail.com,Unknown,London,United Kingdom,NGN,2021-04-28,Email,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00578,Sarah Adebayo-Cole,Individual,sarah.adebayo-cole@yahoo.com,+2348035705214,Lagos,Nigeria,NGN,2023-07-14,TikTok,Not applicable,XT-02578,0.968,No issues
XT-00579,Northline Holdings,Corporate,northline.holdings@company.ng,+2348037312262,Port Harcourt,Nigeria,NGN,2022-05-20,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00580,Bola Farouk,Individual,bola.farouk@company.ng,+2348016039040,Lagos,Nigeria,NGN,2022-09-06,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00581,Obsidian Group,Corporate,obsidian.group@company.ng,+2348029069096,Lagos,Nigeria,NGN,2024-01-26,Email,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00582,Daniel Bello,Individual,daniel.bello@yahoo.com,Unknown,Abuja,Nigeria,NGN,2022-10-22,Instagram,"Discount agreed, see email",Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_8_digits"
XT-00583,Lagoon Agency,Corporate,lagoon.agency@company.ng,Unknown,Lagos,Nigeria,NGN,2022-08-17,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00584,Segun Abiola,Individual,segun.abiola@outlook.com,+2348071134462,Enugu,Nigeria,NGN,2022-09-10,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00585,Zenith Foods,Corporate,zenith.foods@gmail.com,+2348079584688,Kano,Nigeria,NGN,2022-06-13,Unknown,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00586,Northline Brands,Corporate,northline.brands@mail.com,Unknown,Ibadan,Nigeria,NGN,2024-05-07,Google,"Repeat client, 3rd project see 2022 folder",XT-02586,0.933,phone_invalid_9_digits
XT-00587,Mango Studios,Corporate,mango.studios@yahoo.com,+2348026291073,Lagos,Nigeria,NGN,2022-07-10,Walk-in,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00588,Damilola Oyelaran,Individual,damilola.oyelaran@outlook.com,Unknown,Lagos,Nigeria,NGN,2021-11-07,Instagram,"Discount agreed, see email",Not applicable,Not applicable,phone_invalid_9_digits
XT-00589,Amaka Osei,Individual,amaka.osei@outlook.com,Unknown,London,United Kingdom,NGN,2022-11-16,Email,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00590,Zenith Agency,Corporate,zenith.agency@company.ng,+2348090307881,Port Harcourt,Nigeria,NGN,2022-12-21,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00591,Third Mainland Holdings,Corporate,third.mainland.holdings@company.ng,Unknown,London,United Kingdom,NGN,2024-04-04,Instagram,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00592,Thabo Mohammed,Individual,thabo.mohammed@yahoo.com,+2348013099356,Lagos,Nigeria,NGN,2024-03-16,Referral,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00593,Delta Rise Studios,Corporate,delta.rise.studios@gmail.com,Unknown,Dubai,United Arab Emirates,NGN,2023-01-01,Referral,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00594,Sahara Foods,Corporate,sahara.foods@gmail.com,Unknown,Lagos,Nigeria,NGN,2023-03-09,Unknown,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00595,Segun Smith,Individual,segun.smith@mail.com,+2348098344109,Dubai,United Arab Emirates,NGN,2023-07-21,Agency Partner,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00596,Cassava Telecom,Corporate,cassava.telecom@yahoo.com,+2348066614923,Lagos,Nigeria,NGN,2020-11-18,Email,invoice to accounts dept,Not applicable,Not applicable,country_derived_from_city
XT-00597,Uche Müller,Individual,uche.muller@yahoo.com,Unknown,Abuja,Nigeria,NGN,2023-11-07,Email,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00598,Third Mainland Limited,Corporate,third.mainland.limited@company.ng,Unknown,Dubai,United Arab Emirates,NGN,2022-01-23,Referral,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00599,Third Mainland Telecom,Corporate,third.mainland.telecom@yahoo.com,Unknown,Abuja,Nigeria,NGN,2023-03-28,Walk-in,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00600,José Smith,Individual,jose.smith@outlook.com,+2348025508952,Atlanta,United States,NGN,2022-12-31,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00601,Renée Kim,Individual,renee.kim@company.ng,Unknown,London,United Kingdom,NGN,2022-02-07,Email,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00602,Sade Nwosu,Individual,sade.nwosu@gmail.com,Unknown,Atlanta,United States,NGN,2022-10-13,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00603,Chidinma Adeyemi,Individual,chidinma.adeyemi@outlook.com,Unknown,Dubai,United Arab Emirates,NGN,2022-08-08,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,phone_invalid_9_digits
XT-00604,Palmwine Foods,Corporate,palmwine.foods@mail.com,Unknown,Dubai,United Arab Emirates,NGN,2022-04-13,Instagram,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
XT-00605,Zenith Studios,Corporate,zenith.studios@outlook.com,+2348099249341,Enugu,Nigeria,NGN,2022-06-25,Email,Owes balance,Not applicable,Not applicable,No issues
XT-00606,Mango Records,Corporate,mango.records@yahoo.com,+2348040444334,Lagos,Nigeria,NGN,2023-08-24,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00607,Harmattan Brands,Corporate,harmattan.brands@gmail.com,Unknown,Accra,Ghana,NGN,2021-04-14,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00608,José Balogun,Individual,jose.balogun@gmail.com,+2348080439503,Port Harcourt,Nigeria,NGN,2023-03-18,Email,Owes balance,Not applicable,Not applicable,No issues
XT-00609,Elena Abiola,Individual,elena.abiola@company.ng,Unknown,Nairobi,Kenya,NGN,2023-05-01,Email,do not call before 10am,Not applicable,Not applicable,No issues
XT-00610,Novo Collective,Corporate,novo.collective@yahoo.com,Unknown,Lagos,Nigeria,NGN,2022-04-22,TikTok,Not applicable,Not applicable,Not applicable,"country_derived_from_city,phone_invalid_8_digits"
XT-00611,Mango Brands,Corporate,mango.brands@gmail.com,Unknown,Lagos,Nigeria,NGN,2023-02-05,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00612,Silverbird Collective,Corporate,silverbird.collective@yahoo.com,+2348014093005,Kano,Nigeria,NGN,Unknown,Walk-in,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00613,Marcus Abiola,Individual,marcus.abiola@company.ng,+2348068490328,Atlanta,United States,NGN,2022-11-09,Unknown,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00614,Anchor Holdings,Corporate,anchor.holdings@gmail.com,Unknown,Lagos,Nigeria,NGN,2024-02-25,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00615,Björn Farouk,Individual,bjorn.farouk@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-05-24,Walk-in,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00616,Cassava LTD,Corporate,cassava.ltd@gmail.com,Unknown,Enugu,Nigeria,NGN,Unknown,Walk-in,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00617,Ember Bank PLC,Corporate,ember.bank.plc@gmail.com,+2348056635595,Atlanta,United States,NGN,2021-06-14,Email,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00618,Anchor Group,Corporate,anchor.group@outlook.com,+2348091244320,Lagos,Nigeria,NGN,2022-03-16,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00619,Novo Bank PLC,Corporate,novo.bank.plc@outlook.com,Unknown,Lagos,Nigeria,NGN,2023-12-27,Unknown,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00620,Kraft Media,Corporate,kraft.media@yahoo.com,Unknown,Kano,Nigeria,NGN,2023-08-11,Instagram,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00621,Cassava Limited,Corporate,Unknown,Unknown,Atlanta,United States,NGN,2023-07-22,Google,Not applicable,Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_9_digits"
XT-00622,Halima Danjuma,Individual,halima.danjuma@gmail.com,+2348093193864,Lagos,Nigeria,NGN,2021-09-29,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00623,Northline Collective,Corporate,northline.collective@yahoo.com,Unknown,Kano,Nigeria,NGN,2023-02-01,Referral,prefers whatsapp,XT-02623,0.974,phone_invalid_8_digits
XT-00624,Yusuf Adeyemi,Individual,yusuf.adeyemi@yahoo.com,Unknown,Lagos,Nigeria,NGN,2022-08-15,Email,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00625,Sade García,Individual,sade.garcia@outlook.com,+2348087577902,Lagos,Nigeria,NGN,2021-09-27,Google,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00626,Lagoon Records,Corporate,lagoon.records@company.ng,+2348071900011,Ibadan,Nigeria,NGN,2024-08-12,Instagram,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00627,Amaka Mensah,Individual,amaka.mensah@gmail.com,+2348050778136,Lagos,Nigeria,NGN,2023-08-20,TikTok,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00628,Yusuf Ibrahim,Individual,yusuf.ibrahim@mail.com,+2348015720474,Kano,Nigeria,NGN,2022-11-15,Google,Owes balance,Not applicable,Not applicable,No issues
XT-00629,Third Mainland Holdings,Corporate,third.mainland.holdings@mail.com,+2348018037280,Kano,Nigeria,NGN,2021-08-30,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00630,Blue Ivy Foods,Corporate,blue.ivy.foods@yahoo.com,+2348081978122,Enugu,Nigeria,NGN,2021-08-10,Instagram,Not applicable,Not applicable,Not applicable,No issues
XT-00631,Radiant Agency,Corporate,radiant.agency@yahoo.com,+2348089038414,London,United Kingdom,NGN,2021-08-18,Google,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00632,Amaka Olawale,Individual,amaka.olawale@company.ng,+2348042241106,Johannesburg,South Africa,NGN,2023-04-28,Instagram,"Discount agreed, see email",Not applicable,Not applicable,client_type_derived_from_name
XT-00633,Priya Okafor,Individual,priya.okafor@outlook.com,Unknown,Port Harcourt,Nigeria,NGN,2021-12-04,Email,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00634,Chidinma Abiola,Individual,chidinma.abiola@company.ng,+2348050892953,Ibadan,Nigeria,NGN,2021-09-16,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00635,Terra Foods,Corporate,terra.foods@gmail.com,Unknown,Lagos,Nigeria,NGN,2022-09-06,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00636,Aisha Smith,Individual,aisha.smith@mail.com,+2348091044555,London,United Kingdom,NGN,2023-07-11,Instagram,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00637,Aisha Kim,Individual,aisha.kim@mail.com,Unknown,Lagos,Nigeria,NGN,2023-04-16,TikTok,VIP - handle w/ care,Not applicable,Not applicable,"city_taken_from_own_bookings,phone_invalid_9_digits"
XT-00638,Northline LTD,Corporate,northline.ltd@outlook.com,Unknown,Lagos,Nigeria,NGN,2023-10-21,Email,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00639,Harmattan Bank PLC,Corporate,harmattan.bank.plc@outlook.com,+2348083805339,Enugu,Nigeria,NGN,Unknown,TikTok,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00640,Thabo Eze,Individual,thabo.eze@yahoo.com,Unknown,Port Harcourt,Nigeria,NGN,2022-12-21,Google,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00641,Grace Nwosu,Individual,grace.nwosu@outlook.com,+2348091782195,Enugu,Nigeria,NGN,2023-06-10,TikTok,Owes balance,Not applicable,Not applicable,No issues
XT-00642,André Mohammed,Individual,andre.mohammed@outlook.com,+2348054385549,London,United Kingdom,NGN,2022-07-01,Instagram,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00643,Novo Brands,Corporate,novo.brands@mail.com,+2348048974642,Port Harcourt,Nigeria,NGN,2020-11-30,Unknown,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00644,Anchor Studios,Corporate,anchor.studios@mail.com,+2348033560695,Johannesburg,South Africa,NGN,2021-10-01,TikTok,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00645,Terra LTD,Corporate,terra.ltd@outlook.com,+2348068705489,Ibadan,Nigeria,NGN,2020-10-29,TikTok,Not applicable,Not applicable,Not applicable,client_type_derived_from_name
XT-00646,Ember Media,Corporate,ember.media@company.ng,+2348015962105,Port Harcourt,Nigeria,NGN,2023-04-29,Agency Partner,do not call before 10am,Not applicable,Not applicable,No issues
XT-00647,Blue Ivy Agency,Corporate,blue.ivy.agency@gmail.com,Unknown,Ibadan,Nigeria,NGN,2023-10-06,Unknown,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
